,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Security Code
3450,ECS Biztech Limited,ECS,Ecs Biztech Ltd,Active,X ,10,INE925Q01024,IT Consulting & Software,Equity,540063
3451,Future Retail Ltd.,FRETAIL,Future Retail Ltd,Active,A ,2,INE752P01024,Department Stores,Equity,540064
3452,RBL Bank Limited,RBLBANK,Rbl Bank Ltd,Active,A ,10,INE976G01028,Banks,Equity,540065
3453,AMS POLYMERS LIMITED,AMS,Ams Polymers Ltd,Active,XT,10,INE345U01019,Specialty Chemicals,Equity,540066
3454,Shiva Granito Export Limited,SHIVAEXPO,Shiva Granito Export Ltd,Active,M ,10,INE191V01015,Construction Materials,Equity,540072
3455,BLS International Services Ltd,BLS,Bls International Services Ltd,Active,B ,1,INE153T01027,Travel Support Services,Equity,540073
3456,Mitsu Chem Plast Limited,MITSU,Mitsu Chem Plast Ltd,Active,B ,10,INE317V01016,Containers & Packaging,Equity,540078
3457,Sprayking Agro Equipment Limited,SPRAYKING,Sprayking Agro Equipment Ltd,Active,M ,10,INE537U01011,Other Industrial Products,Equity,540079
3458,Narayani Steels Limited,NARAYANI,Narayani Steels Ltd,Active,T ,10,INE715T01015,Iron & Steel/Interm.Products,Equity,540080
3459,Sab Events & Governance Now Media Limited,GOVNOW,Sab Events & Governance Now Media Ltd,Active,T ,10,INE860T01019,Publishing,Equity,540081
3460,Riddhi Steel and Tube Limited,RSTL,Riddhi Steel And Tube Ltd,Active,M ,10,INE367U01013,Iron & Steel Products,Equity,540082
3461,TV VISION LIMITED,TVVISION,Tv Vision Ltd,Active,B ,10,INE871L01013,Broadcasting & Cable TV,Equity,540083
3462,Spicy Entertainment and Media Limited,SPICY,Spicy Entertainment And Media Ltd,Active,M ,10,INE592O01019,Movies & Entertainment,Equity,540084
3463,Visco Trade Associates Ltd,VISCO,Visco Trade Associates Ltd,Active,X ,10,INE890S01018,Other Financial Services,Equity,540097
3464,TIAAN CONSUMER LIMITED,TIAANC,Tiaan Consumer Ltd,Active,X ,10,INE864T01011,Personal Products,Equity,540108
3465,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,Active,A ,2,INE010V01017,Internet Software & Services,Equity,540115
3466,G N A Axles Limited,GNA,G N A Axles Ltd,Active,B ,10,INE934S01014,Auto Parts & Equipment,Equity,540124
3467,Radhika Jeweltech Limited,RADHIKAJWE,Radhika Jeweltech Ltd,Active,M ,10,INE583V01013,Other Apparels & Accessories,Equity,540125
3468,Sabrimala Industries India Limited,SIIL,Sabrimala Industries India Ltd,Active,X ,10,INE400R01018,Comm.Trading  & Distribution,Equity,540132
3469,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,Icici Prudential Life Insurance Company Ltd,Active,A ,10,INE726G01019,Life Insurance,Equity,540133
3470,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL,Ishaan Infrastructures And Shelters Ltd,Active,X ,10,INE818R01011,Construction & Engineering,Equity,540134
3471,ARC Finance Limited,ARCFIN,Arc Finance Ltd,Active,XT,10,INE202R01018,Other Financial Services,Equity,540135
3472,HPL Electric & Power Limited,HPL,Hpl Electric & Power Ltd,Active,B ,10,INE495S01016,Heavy Electrical Equipment,Equity,540136
3473,Sagarsoft (India) Limited,SAGARSOFT,Sagarsoft (India) Ltd,Active,X ,10,INE184B01012,IT Consulting & Software,Equity,540143
3474,DRA CONSULTANTS LIMITED,DRA,Dra Consultants Ltd,Active,M ,10,INE746V01016,Consulting Services,Equity,540144
3475,Valiant Organics Limited,VALIANTORG,Valiant Organics Ltd,Active,B ,10,INE565V01010,Pharmaceuticals,Equity,540145
3476,ADITYA CONSUMER MARKETING LIMITED,ACML,Aditya Consumer Marketing Ltd,Active,M ,10,INE427V01013,Distributors,Equity,540146
3477,Shashijit Infraprojects Limited,SHASHIJIT,Shashijit Infraprojects Ltd,Active,T ,10,INE700V01013,Construction & Engineering,Equity,540147
3478,Bindal Exports Limited,BINDALEXPO,Bindal Exports Ltd,Active,M ,10,INE564V01013,Other Apparels & Accessories,Equity,540148
3479,Mewar Hi-Tech Engineering Limited,MHEL,Mewar Hi-Tech Engineering Ltd,Active,M ,10,INE957U01011,Construction & Engineering,Equity,540150
3480,Diksat Transworld Limited,DIKSAT,Diksat Transworld Ltd,Active,M ,10,INE942P01013,Movies & Entertainment,Equity,540151
3481,India Green Reality Limited,IGRL,India Green Reality Ltd,Active,M ,10,INE373V01019,Realty,Equity,540152
3482,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Active,A ,10,INE913H01037,Auto Parts & Equipment,Equity,540153
3483,IDFC Mutual Fund,IDFSENSEXE,Idfc Sensex Etf,Active,B ,10,INF194KA1T91,-,Equity,540154
3484,Purple Entertainment Limited,PURPLE,Purple Entertainment Ltd,Active,X ,10,INE905R01016,Movies & Entertainment,Equity,540159
3485,SUPRA PACIFIC MANAGEMENT CONSULTANCY LIMITED,SUPRAP,Supra Pacific Management Consultancy Ltd,Active,XT,10,INE268T01015,Finance (including NBFCs),Equity,540168
3486,PNB Housing Finance Limited,PNBHOUSING,Pnb Housing Finance Ltd,Active,T ,10,INE572E01012,Housing Finance ,Equity,540173
3487,Southern Infosys Limited,SOUTHERNIN,Southern Infosys Ltd,Active,XT,10,INE298B01010,IT Consulting & Software,Equity,540174
3488,REGENCY FINCORP LIMITED,REGENCY,Regency Fincorp Ltd,Active,X ,10,INE964R01013,Other Financial Services,Equity,540175
3489,Varun Beverages Limited,VBL,Varun Beverages Ltd,Active,A ,10,INE200M01013,Non-alcoholic Beverages,Equity,540180
3490,Salem Erode Investments Ltd.,SALEM,Salem Erode Investments Ltd,Active,XT,1,INE894E01028,Finance (including NBFCs),Equity,540181
3491,Franklin Industries Limited,FRANKLININD,Franklin Industries Ltd,Active,XT,10,INE789R01014,Comm.Trading  & Distribution,Equity,540190
3492,LKP Securities Limited,LKPSEC,Lkp Securities Ltd,Active,X ,2,INE341H01023,Other Financial Services,Equity,540192
3493,OSIAJEE TEXFAB LIMITED,OSIAJEE,Osiajee Texfab Ltd,Active,X ,10,INE186R01013,Textiles,Equity,540198
3494,Corporate Merchant Bankers Limited,CMBL,Corporate Merchant Bankers Ltd,Active,XT,10,INE850R01014,Other Financial Services,Equity,540199
3495,Sheela Foam Limited,SFL,Sheela Foam Ltd,Active,A ,5,INE916U01025,Furniture-Furnishing-Paints,Equity,540203
3496,EIKO LIFESCIENCES LIMITED,EIKO,Eiko Lifesciences Ltd,Active,XT,10,INE666Q01016,Specialty Chemicals,Equity,540204
3497,Aditya Vision Limited,AVL,Aditya Vision Ltd,Active,T ,10,INE679V01019,Specialty Retail,Equity,540205
3498,The Mandhana Retail Ventures Limited,TMRVL,The Mandhana Retail Ventures Ltd,Active,B ,10,INE759V01019,Specialty Retail,Equity,540210
3499,Sparkling (India) Finshares Limited,SIFL,Sparkling (India) Finshares Ltd,Active,XT,10,INE181T01010,Finance (including NBFCs),Equity,540211
3500,TCI Express Limited,TCIEXP,Tci Express Ltd,Active,A ,2,INE586V01016,Transportation - Logistics,Equity,540212
3501,Shashank Traders Limited,SHASHANK,Shashank Traders Ltd,Active,X ,10,INE508R01018,Comm.Trading  & Distribution,Equity,540221
3502,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,Active,A ,2,INE947Q01028,Pharmaceuticals,Equity,540222
3511,NEW LIGHT APPARELS LIMTED,NEWLIGHT,New Light Apparels Ltd,Active,XT,10,INE835U01019,Comm.Trading  & Distribution,Equity,540243
3512,VEERAM SECURITIES LIMITED,VSL,Veeram Securities Ltd,Active,M ,10,INE607V01010,Other Apparels & Accessories,Equity,540252
3513,Shree Nidhi Trading Co. Ltd.,SNTCL,Shree Nidhi Trading Co. Ltd,Active,XT,10,INE066E01015,Other Financial Services,Equity,540253
3514,MARG TECHNO PROJECTS LIMITED,MTPL,Marg Techno Projects Ltd,Active,X ,10,INE245H01018,Finance (including NBFCs),Equity,540254
3515,SHANGAR DECOR LIMITED,SHANGAR,Shangar Decor Ltd,Active,X ,5,INE118R01024,Sp.Consumer Services,Equity,540259
3516,Globe Commercials Limited,GLCL,Globe Commercials Ltd,Active,XT,10,INE804Q01013,Comm.Trading  & Distribution,Equity,540266
3517,Dhanvarsha Finvest Limited,DHANVARSHA,Dhanvarsha Finvest Ltd,Active,X ,10,INE615R01011,Other Financial Services,Equity,540268
3518,SUPER FINE KNITTERS LIMITED,SKL,Super Fine Knitters Ltd,Active,M ,10,INE459U01018,Other Apparels & Accessories,Equity,540269
3519,Raideep Industries Limited,RAIDEEPIND,Raideep Industries Ltd,Active,XT,10,INE923R01019,Comm.Trading  & Distribution,Equity,540270
3520,Pricol Limited,PRICOLLTD,Pricol Ltd,Active,A ,1,INE726V01018,Auto Parts & Equipment,Equity,540293
3521,Classic Filaments Limited,CFL,Classic Filaments Ltd,Active,XT,10,INE181U01018,Textiles,Equity,540310
3522,JITF INFRALOGISTICS LIMITED,JITFINFRA,Jitf Infralogistics Ltd,Active,T ,2,INE863T01013,Transport Related Services,Equity,540311
3523,Sueryaa Knitwear Limited,SUERYAAKNI,Sueryaa Knitwear Ltd,Active,XT,10,INE249U01013,Textiles,Equity,540318
3524,Tanvi Foods (India) Limited,TANVI,Tanvi Foods (India) Ltd,Active,M ,10,INE978V01015,Comm.Trading  & Distribution,Equity,540332
3529,RMC SWITCHGEARS LIMITED,RMC,Rmc Switchgears Ltd,Active,M ,10,INE655V01019,Other Elect.Equip./ Prod.,Equity,540358
3530,Parmax Pharma Limited,PARMAX,Parmax Pharma Ltd,Active,X ,10,INE240T01014,Pharmaceuticals,Equity,540359
3531,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,LLFICL,Leading Leasing Finance And Investment Company Ltd,Active,X ,10,INE715Q01011,Other Financial Services,Equity,540360
3532,DANUBE INDUSTRIES LIMITED,DANUBE,Danube Industries Ltd,Active,XT,10,INE575D01033,Comm.Trading  & Distribution,Equity,540361
3533,Music Broadcast Limited,RADIOCITY,Music Broadcast Ltd,Active,B ,2,INE919I01024,Broadcasting & Cable TV,Equity,540366
3534,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,Active,A ,10,INE192R01011,Department Stores,Equity,540376
3535,IFL ENTERPRISES LIMITED,IFL,Ifl Enterprises Ltd,Active,M ,10,INE714U01016,Comm.Trading  & Distribution,Equity,540377
3536,KD LEISURES LIMITED,KDLL,Kd Leisures Ltd,Active,XT,10,INE081R01016,Other Financial Services,Equity,540385
3537,Ontic Finserve Limited,ONTIC,Ontic Finserve Ltd,Active,XT,10,INE989S01034,Other Financial Services,Equity,540386
3538,Sarthak Metals Limited,SMLT,Sarthak Metals Ltd,Active,M ,10,INE017W01010,Iron & Steel Products,Equity,540393
3539,Chemcrux Enterprises Limited,CHEMCRUX,Chemcrux Enterprises Ltd,Active,M ,10,INE298W01016,Specialty Chemicals,Equity,540395
3540,Manomay Tex India Limited,MANOMAY,Manomay Tex India Ltd,Active,M ,10,INE784W01015,Textiles,Equity,540396
3541,Maximus International Limited,MAXIMUS,Maximus International Ltd,Active,B ,10,INE544W01013,Comm.Trading  & Distribution,Equity,540401
3542,Manas Properties Limited,MANAS,Manas Properties Ltd,Active,M ,10,INE800W01019,Realty,Equity,540402
3543,CL Educate Limited,CLEDUCATE,Cl Educate Ltd,Active,B ,10,INE201M01011,Education,Equity,540403
3544,PRIME FRESH LIMITED,PRIMEFRESH,Prime Fresh Ltd,Active,M ,10,INE442V01012,Other Agricultural Products,Equity,540404
3545,Oceanic Foods Limited,OCEANIC,Oceanic Foods Ltd,Active,T ,10,INE711V01010,Other Food Products,Equity,540405
3546,Octaware Technologies Limited,OCTAWARE,Octaware Technologies Ltd,Active,M ,10,INE208U01019,Internet Software & Services,Equity,540416
3547,Shankara Building Products Limited,SHANKARA,Shankara Building Products Ltd,Active,A ,10,INE274V01019,Iron & Steel Products,Equity,540425
3548,Escorp Asset Management Limited,ESCORP,Escorp Asset Management Ltd,Active,M ,10,INE953W01016,Other Financial Services,Equity,540455
3550,PARMESHWARI SILK MILLS LIMITED,PARMSILK,Parmeshwari Silk Mills Ltd,Active,X ,10,INE808R01012,Other Apparels & Accessories,Equity,540467
3551,KMS Medisurgi Limited,KMSMEDI,Kms Medisurgi Ltd,Active,M ,10,INE870V01014,Healthcare Supplies,Equity,540468
3552,Classic Leasing & Finance Ltd.,CLFL,Classic Leasing & Finance Ltd,Active,X ,10,INE949C01016,Other Financial Services,Equity,540481
3553,STARLINEPS ENTERPRISES LIMITED,STARLENT,Starlineps Enterprises Ltd,Active,M ,5,INE594W01034,Comm.Trading  & Distribution,Equity,540492
3554,S Chand And Company Limited,SCHAND,S Chand And Company Ltd,Active,B ,5,INE807K01035,Publishing,Equity,540497
3555,KANUNGO FINANCIERS LIMITED,KANUNGO,Kanungo Financiers Ltd,Active,X ,10,INE453S01015,Other Financial Services,Equity,540515
3556,Meera Industries Limited,MEERA,Meera Industries Ltd,Active,M ,10,INE343X01018,Industrial Machinery,Equity,540519
3557,IRB InvIT Fund,IRBINVIT,Irb Invit Fund,Active,IF,0,INE183W23014,Investment Companies,Equity,540526
3558,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,Active,A ,10,INE031A01017,Housing Finance ,Equity,540530
3559,PSP Projects Limited,PSPPROJECT,Psp Projects Ltd,Active,A ,10,INE488V01015,Construction & Engineering,Equity,540544
3560,Bhakti Gems And Jewellery Limited,BGJL,Bhakti Gems And Jewellery Ltd,Active,B ,10,INE986W01016,Other Apparels & Accessories,Equity,540545
3561,Yug Decor Limited,YUG,Yug Decor Ltd,Active,M ,10,INE796W01019,Specialty Chemicals,Equity,540550
3562,Axis Mutual Fund,AXISAEDGG,Axis Equity Advantage Fund- Series 1 Direct Plan- Growth,Active,B ,10,INF846K01ZJ4,-,Equity,540551
3563,Axis Mutual Fund,AXISAEGPG,Axis Equity Advantage Fund- Series 1 Regular Plan- Growth,Active,B ,10,INF846K01ZK2,-,Equity,540552
3564,India Grid Trust,INDIGRID,India Grid Trust,Active,IF,0,INE219X23014,Investment Companies,Equity,540565
3565,VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN,Variman Global Enterprises Ltd,Active,X ,10,INE717F01010,Comm.Trading  & Distribution,Equity,540570
3566,Star Cement Limited,STARCEMENT,Star Cement Ltd,Active,A ,1,INE460H01021,Cement & Cement Products,Equity,540575
3567,Riddhi Corporate Services Limited,RIDDHICORP,Riddhi Corporate Services Ltd,Active,T ,10,INE325X01015,BPO/KPO,Equity,540590
3568,HDFC Mutual Fund,HEOFDG1126,Hdfc Eof- Ii- 1126D May 2017(1)  Plan Under Hdfc Equity Opportunities Fund- Series 2- Direct,Active,B ,10,INF179KC1AF4,-,Equity,540591
3569,HDFC Mutual Fund,HEOFDD1126,Hdfc Eof - Ii - 1126D May 2017(1)  Plan Under Hdfc Equity Opportunities Fund - Series 2 - Direct,Active,B ,10,INF179KC1AG2,-,Equity,540592
3570,HDFC Mutual Fund,HEOFRG1126,Hdfc Eof- Ii - 1126D May 2017(1) Plan Under Hdfc Equity Opportunities Fund - Series2 - Regular,Active,B ,10,INF179KC1AH0,-,Equity,540593
3571,HDFC Mutual Fund,HEOFRD1126,Hdfc Eof - Ii - 1126D May 2017(1)  Plan Under Hdfc Equity Opportunities Fund - Series 2 - Regular,Active,B ,10,INF179KC1AI8,-,Equity,540594
3572,Tejas Networks Limited,TEJASNET,Tejas Networks Ltd,Active,T ,10,INE010J01012,Other Telecom Services,Equity,540595
3573,Eris Lifesciences Limited,ERIS,Eris Lifesciences Ltd,Active,A ,1,INE406M01024,Pharmaceuticals,Equity,540596
3574,GTPL Hathway Limited,GTPL,Gtpl Hathway Ltd,Active,B ,10,INE869I01013,Other Telecom Services,Equity,540602
3575,AU Small Finance Bank Limited,AUBANK,Au Small Finance Bank Ltd,Active,A ,10,INE949L01017,Banks,Equity,540611
3576,ICICI Prudential Mutual Fund,ICICILOVOL,Icici Prudential Nifty Low Vol 30 Etf,Active,B ,10,INF109KB10T8,-,Equity,540612
3577,Gautam Exim Limited,GEL,Gautam Exim Ltd,Active,M ,10,INE721X01015,Comm.Trading  & Distribution,Equity,540613
3578,G G Engineering Limited,GGENG,G G Engineering Ltd,Active,B ,2,INE694X01022,Heavy Electrical Equipment,Equity,540614
3579,7NR Retail Limited,7NR,7Nr Retail Ltd,Active,B ,10,INE413X01019,Specialty Retail,Equity,540615
3580,Bhagyanagar Properties Ltd,BHAGYAPROP,Bhagyanagar Properties Ltd,Active,B ,2,INE363W01018,Realty,Equity,540621
3581,HDFC Mutual Fund,HEOFDG1100,Hdfc Equity Opportunities Fund-Ii-1100D June 2017(1) Series 2-Direct Option-Growth Option,Active,B ,10,INF179KC1AJ6,-,Equity,540634
3582,HDFC Mutual Fund,HEOFDD1100,Hdfc Equity Opportunities Fund-Ii-1100D June 2017(1) Series 2-Direct Option-Dividend Payout Option,Active,B ,10,INF179KC1AK4,-,Equity,540635
3583,HDFC Mutual Fund,HEOFRG1100,Hdfc Equity Opportunities Fund-Ii-1100D June 2017(1) Series 2-Regular Option-Growth Option,Active,B ,10,INF179KC1AL2,-,Equity,540636
3584,HDFC Mutual Fund,HEOFRD1100,Hdfc Equity Opportunities Fund-Ii-1100D June 2017(1) Series 2-Regular Option-Dividend Payout Option,Active,B ,10,INF179KC1AM0,-,Equity,540637
3585,Salasar Techno Engineering Limited,SALASAR,Salasar Techno Engineering Ltd,Active,B ,10,INE170V01019,Construction & Engineering,Equity,540642
3586,Ganges Securities Ltd.,GANGESSEC,Ganges Securities Ltd,Active,B ,10,INE335W01016,Investment Companies,Equity,540647
3587,Palash Securities Limited,PALASHSEC,Palash Securities Ltd,Active,B ,10,INE471W01019,Investment Companies,Equity,540648
3588,AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR,Avadh Sugar & Energy Ltd,Active,B ,10,INE349W01017,Sugar,Equity,540649
3589,Magadh Sugar & Energy Limited,MAGADHSUGAR,Magadh Sugar & Energy Ltd,Active,B ,10,INE347W01011,Sugar,Equity,540650
3590,Jigar Cables Limited,JIGAR,Jigar Cables Ltd,Active,M ,10,INE943X01015,Other Elect.Equip./ Prod.,Equity,540651
3591,Captain Technocast Limited,CTCL,Captain Technocast Ltd,Active,M ,10,INE931X01010,Other Industrial Goods,Equity,540652
3592,Sintex Plastics Technology Ltd.,SINTEXPLAST,Sintex Plastics Technology Ltd,Active,B ,1,INE501W01021,Comm.Trading  & Distribution,Equity,540653
3593,GlobalSpace Technologies Limited,GSTL,Globalspace Technologies Ltd,Active,B ,10,INE632W01016,IT Consulting & Software,Equity,540654
3594,UTI Mutual Fund,UTINEXT50,Uti Nifty Next 50 Etf,Active,B ,1,INF789F1AUW9,-,Equity,540669
3595,SIS LIMITED,SIS,Sis Ltd,Active,A ,5,INE285J01028,Sp.Consumer Services,Equity,540673
3596,Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,Active,A ,10,INE704P01017,Shipping,Equity,540678
3597,SMS Lifesciences India Ltd,SMSLIFE,Sms Lifesciences India Ltd,Active,B ,10,INE320X01016,Pharmaceuticals,Equity,540679
3598,KIOCL Limited,KIOCL,KIOCL Ltd,Active,B ,10,INE880L01014,Iron & Steel/Interm.Products,Equity,540680
3599,CHOTHANI FOODS LIMITED,CHOTHANI,Chothani Foods Ltd,Active,M ,10,INE344X01016,Packaged Foods,Equity,540681
3600,Smruthi Organics Limited,SMRUTHIORG,Smruthi Organics Ltd,Active,X ,10,INE172E01011,Pharmaceuticals,Equity,540686
3601,Aditya Birla Capital Ltd,ABCAPITAL,Aditya Birla Capital Ltd,Active,A ,10,INE674K01013,Holding Companies,Equity,540691
3602,Apex Frozen Foods Limited,APEX,Apex Frozen Foods Ltd,Active,A ,10,INE346W01013,Packaged Foods,Equity,540692
3603,Shish Industries Limited,SHISHIND,Shish Industries Ltd,Active,B ,10,INE145Y01015,Plastic Products,Equity,540693
3604,ANG Lifesciences India Limited,ANG,Ang Lifesciences India Ltd,Active,M ,10,INE236W01016,Healthcare Services,Equity,540694
3605,Dhruv Wellness Limited,DWL,Dhruv Wellness Ltd,Active,MT,10,INE109Y01011,Comm.Trading  & Distribution,Equity,540695
3606,KCD INDUSTRIES INDIA LIMITED,KCDGROUP,Kcd Industries India Ltd,Active,XT,5,INE185U01027,Comm.Trading  & Distribution,Equity,540696
3607,A & M Febcon Limited,AMFL,A & M Febcon Ltd,Active,XT,10,INE319X01018,Industrial Machinery,Equity,540697
3608,Dixon Technologies (India) Limited,DIXON,Dixon Technologies (India) Ltd,Active,A ,2,INE935N01020,Consumer Electronics,Equity,540699
3609,Bharat Road Network Limited,BRNL,Bharat Road Network Ltd,Active,B ,10,INE727S01012,Roads & Highways,Equity,540700
3610,Dishman Carbogen Amcis Limited,DCAL,Dishman Carbogen Amcis Ltd,Active,A ,2,INE385W01011,Pharmaceuticals,Equity,540701
3611,Lasa Supergenerics Limited,LASA,Lasa Supergenerics Ltd,Active,B ,10,INE670X01014,Healthcare Services,Equity,540702
3612,Provestment Services Limited,PROVESTSER,Provestment Services Ltd,Active,X ,10,INE438C01010,Consulting Services,Equity,540703
3613,Matrimony.com Limited,MATRIMONY,Matrimony.Com Ltd,Active,B ,5,INE866R01028,Internet Software & Services,Equity,540704
3614,Reliance Home Finance Limited,RELHOME,Reliance Home Finance Ltd,Active,T ,10,INE217K01011,Housing Finance ,Equity,540709
3615,Capacit'e Infraprojects Limited,CAPACITE,Capacite Infraprojects Ltd,Active,B ,10,INE264T01014,Construction & Engineering,Equity,540710
3616,Sagar Diamonds Limited,SAGAR,Sagar Diamonds Ltd,Active,M ,10,INE146Y01013,Other Apparels & Accessories,Equity,540715
3617,ICICI Lombard General Insurance Company Limited ,ICICIGI,Icici Lombard General Insurance Company Ltd,Active,A ,10,INE765G01017,General Insurance,Equity,540716
3618,Polo Queen Industrial and Fintech Limited ,PQIF,Polo Queen Industrial And Fintech Ltd,Active,X ,10,INE689M01017,Comm.Trading  & Distribution,Equity,540717
3619,AKM Lace and Embrotex Limited,AKM,Akm Lace And Embrotex Ltd,Active,M ,10,INE777X01017,Textiles,Equity,540718
3620,SBI Life Insurance Company Limited,SBILIFE,Sbi Life Insurance Company Ltd,Active,A ,10,INE123W01016,Life Insurance,Equity,540719
3621,Prataap Snacks Limited,DIAMONDYD,Prataap Snacks Ltd,Active,A ,5,INE393P01035,Packaged Foods,Equity,540724
3622,Share India Securities Limited,SHAREINDIA,Share India Securities Ltd,Active,B ,10,INE932X01018,Other Financial Services,Equity,540725
3623,Trident Texofab Limited,TTFL,Trident Texofab Ltd,Active,B ,10,INE071Y01013,Comm.Trading  & Distribution,Equity,540726
3624,Poojawestern Metaliks Limited,POOJA,Poojawestern Metaliks Ltd,Active,M ,10,INE973X01012,Other Industrial Products,Equity,540727
3625,Sayaji Industries Limited,SAYAJIIND,Sayaji Industries Ltd,Active,X ,5,INE327G01032,Diversified,Equity,540728
3626,Vanta Bioscience Limited,VANTABIO,Vanta Bioscience Ltd,Active,M ,10,INE695X01011,Pharmaceuticals,Equity,540729
3627,Mehai Technology  Limited,MEHAI,Mehai Technology Ltd,Active,B ,10,INE062Y01012,Comm.Trading  & Distribution,Equity,540730
3628,IRIS Business Services Limited,IRIS,Iris Business Services Ltd,Active,M ,10,INE864K01010,IT Software Products,Equity,540735
3629,Shree Ganesh Remedies Limited,SGRL,Shree Ganesh Remedies Ltd,Active,B ,10,INE414Y01015,Pharmaceuticals,Equity,540737
3630,Shreeji Translogistics Limited,STL,Shreeji Translogistics Ltd,Active,M ,10,INE402Y01010,Transportation - Logistics,Equity,540738
3631,Godrej Agrovet Limited,GODREJAGRO,Godrej Agrovet Ltd,Active,A ,10,INE850D01014,Other Agricultural Products,Equity,540743
3632,MIDEAST INTEGRATED STEELS LIMITED,MESCON,Mideast Integrated Steels Ltd,Active,XT,10,INE170N01016,Iron & Steel/Interm.Products,Equity,540744
3633,MAS Financial Services Limited,MASFIN,Mas Financial Services Ltd,Active,A ,10,INE348L01012,Finance (including NBFCs),Equity,540749
3634,Indian Energy Exchange Limited,IEX,Indian Energy Exchange Ltd,Active,A ,1,INE022Q01020,Electric Utilities,Equity,540750
3635,General Insurance Corporation of India,GICRE,General Insurance Corporation Of India,Active,A ,5,INE481Y01014,General Insurance,Equity,540755
3636,Kaarya Facilities and Services Limited,KAARYAFSL,Kaarya Facilities And Services Ltd,Active,M ,10,INE282Y01016,Sp.Consumer Services,Equity,540756
3637,SHEETAL COOL PRODUCTS LIMITED,SCPL,Sheetal Cool Products Ltd,Active,M ,10,INE501Y01019,Packaged Foods,Equity,540757
3638,Tube Investments of India Ltd,TIINDIA,Tube Investments Of India Ltd,Active,A ,1,INE974X01010,Auto Parts & Equipment,Equity,540762
3639,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA,Nippon Life India Asset Management Ltd,Active,A ,10,INE298J01013,Asset Management Cos.,Equity,540767
3640,Mahindra Logistics Limited,MAHLOG,Mahindra Logistics Ltd,Active,A ,10,INE766P01016,Transportation - Logistics,Equity,540768
3641,The New India Assurance Company Limited,NIACL,The New India Assurance Company Ltd,Active,A ,5,INE470Y01017,General Insurance,Equity,540769
3642,IFGL Refractories Limited,IFGLEXPOR,Ifgl Refractories Ltd,Active,B ,10,INE133Y01011,Other Industrial Goods,Equity,540774
3643,Khadim India Limited,KHADIM,Khadim India Ltd,Active,B ,10,INE834I01025,Footwear,Equity,540775
3644,5paisa Capital Limited,5PAISA,5Paisa Capital Ltd,Active,B ,10,INE618L01018,Other Financial Services,Equity,540776
3645,HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE,Hdfc Life Insurance Company Ltd,Active,A ,10,INE795G01014,Life Insurance,Equity,540777
3646,Nippon India Mutual Fund,NIVBDDP,Nippon India Mutual Fund  Capital Builder Fd Sr B Dr Dvp 06Jn21,Active,B ,10,INF204KB12Y3,-,Equity,540778
3647,Nippon India Mutual Fund,NIVBDGP,Nippon India Mutual Fund  Capital Builder Fd Sr B Dr Gwth 06Jn21,Active,B ,10,INF204KB11Y5,-,Equity,540779
3648,Nippon India Mutual Fund,NIVBDP,Nippon India Mutual Fund  Capital Builder Fd Sr B Rg Dvp 06Jn21,Active,B ,10,INF204KB10Y7,-,Equity,540780
3649,Nippon India Mutual Fund,NIVBGP,Nippon India Mutual Fund  Capital Builder Fd Sr B Rg Gwth 06Jn21,Active,B ,10,INF204KB19X0,-,Equity,540781
3650,Sanghvi Brands Limited,SBRANDS,Sanghvi Brands Ltd,Active,M ,10,INE204Y01010,Hotels,Equity,540782
3651,SHARIKA ENTERPRISES LIMITED,SHARIKA,Sharika Enterprises Ltd,Active,B ,10,INE669Y01014,Other Elect.Equip./ Prod.,Equity,540786
3652,ICICI Prudential Mutual Fund,ICICIB22,Bharat 22 Etf - Icici Prudential Amc,Active,B ,10,INF109KB15Y7,-,Equity,540787
3653,Aspira Pathlab & Diagnostics Limited,ASPIRA,Aspira Pathlab & Diagnostics Ltd,Active,X ,10,INE500C01017,Healthcare Services,Equity,540788
3654,Diligent Media Corporation Limited,DNAMEDIA,Diligent Media Corporation Ltd,Active,B ,1,INE016M01021,Advertising & Media,Equity,540789
3655,Dynamic Cables Limited,DYNAMIC,Dynamic Cables Ltd,Active,B ,10,INE600Y01019,Other Elect.Equip./ Prod.,Equity,540795
3656,Ratnabhumi Developers Limited,RATNABHUMI,Ratnabhumi Developers Ltd,Active,B ,10,INE821Y01011,Realty,Equity,540796
3657,Shalby Limited,SHALBY,Shalby Ltd,Active,B ,10,INE597J01018,Healthcare Facilities,Equity,540797
